1,0,1,0,0,11,21,,,
1,1,1,0,1,12,21,,,
0,1,1,0,0,13,21,,,
0,1,1,1,0,14,21,,,
1,0,1,1,0,1,22,,,
1,1,1,1,1,2,22,,,
1,1,1,0,1,3,22,,,
1,0,1,0,0,4,22,,,
1,0,1,1,0,5,22,,,
1,0,0,1,1,6,22,,,
1,0,1,1,0,7,22,,,
1,0,1,0,0,8,22,,,
1,1,1,0,1,9,22,,,
1,1,1,1,1,10,22,,,
0,1,1,1,0,11,22,,,
1,1,1,1,1,12,22,,,
0,1,1,1,0,13,22,,,
0,1,0,1,1,14,22,,,
0,1,0,1,1,1,23,,,
0,1,1,1,0,2,23,,,
0,1,1,0,0,3,23,,,
1,1,1,0,1,4,23,,,
1,0,1,0,0,5,23,,,
1,0,1,1,0,6,23,,,
1,0,0,1,1,7,23,,,
1,0,1,1,0,8,23,,,
1,1,1,1,1,9,23,,,
0,1,1,1,0,10,23,,,
0,1,1,0,0,11,23,,,
1,1,1,0,1,12,23,,,
1,0,1,0,0,13,23,,,
1,0,1,1,0,14,23,,,
0,1,1,1,0,1,24,,,
0,1,0,1,1,2,24,,,
0,1,1,1,0,3,24,,,
1,1,1,1,1,4,24,,,
1,1,1,0,1,5,24,,,
1,0,1,0,0,6,24,,,
1,0,1,1,0,7,24,,,
1,1,1,1,1,8,24,,,
0,1,1,1,0,9,24,,,
0,1,1,0,0,10,24,,,
1,1,1,0,1,11,24,,,
1,0,1,0,0,12,24,,,
1,0,1,1,0,13,24,,,
1,0,0,1,1,14,24,,,
1,0,0,1,1,1,25,,,
1,0,1,1,0,2,25,,,
1,0,1,0,0,3,25,,,
1,1,1,0,1,4,25,,,
0,1,1,0,0,5,25,,,
0,1,1,1,0,6,25,,,
0,1,0,1,1,7,25,,,
0,1,1,1,0,8,25,,,
1,1,1,1,1,9,25,,,
1,0,1,1,0,10,25,,,
1,0,1,0,0,11,25,,,
1,1,1,0,1,12,25,,,
0,1,1,0,0,13,25,,,
0,1,1,1,0,14,25,,,
0,1,1,1,0,1,26,,,
0,1,1,0,0,2,26,,,
0,1,1,1,0,3,26,,,
1,1,1,1,1,4,26,,,
1,0,1,1,0,5,26,,,
1,0,0,1,1,6,26,,,
1,0,1,1,0,7,26,,,
1,0,1,0,0,8,26,,,
1,1,1,0,1,9,26,,,
0,1,1,0,0,10,26,,,
0,1,1,1,0,11,26,,,
1,1,1,1,1,12,26,,,
1,0,1,1,0,13,26,,,
1,0,0,1,1,14,26,,,
1,0,0,1,1,1,27,,,
1,0,1,1,0,2,27,,,
1,1,1,1,1,3,27,,,
0,1,1,1,0,4,27,,,
0,1,0,1,1,5,27,,,
0,1,1,1,0,6,27,,,
0,1,1,0,0,7,27,,,
1,1,1,0,1,8,27,,,
1,0,1,0,0,9,27,,,
1,0,1,1,0,10,27,,,
1,1,1,1,1,11,27,,,
1,1,1,0,1,12,27,,,
0,1,1,0,0,13,27,,,
0,1,1,1,0,14,27,,,
0,1,1,1,0,1,28,,,
1,1,1,1,1,2,28,,,
1,0,1,1,0,3,28,,,
1,0,0,1,1,4,28,,,
1,0,1,1,0,5,28,,,
1,1,1,1,1,6,28,,,
1,1,1,0,1,7,28,,,
0,1,1,0,0,8,28,,,
0,1,1,1,0,9,28,,,
0,1,1,0,0,10,28,,,
1,1,1,0,1,11,28,,,
1,0,1,0,0,12,28,,,
1,0,1,1,0,13,28,,,
1,0,0,1,1,14,28,,,
0,1,0,1,1,1,29,,,
0,1,1,1,0,2,29,,,
1,1,1,1,1,3,29,,,
1,0,1,1,0,4,29,,,
1,0,1,0,0,5,29,,,
1,0,1,1,0,6,29,,,
1,0,0,1,1,7,29,,,
1,0,1,1,0,8,29,,,
1,1,1,1,1,9,29,,,
0,1,1,1,0,10,29,,,
0,1,1,0,0,11,29,,,
1,1,1,0,1,12,29,,,
1,0,1,0,0,13,29,,,
1,0,1,1,0,14,29,,,
0,1,1,1,0,1,30,,,
0,1,1,0,0,2,30,,,
0,1,1,1,0,3,30,,,
1,1,1,1,1,4,30,,,
1,0,1,1,0,5,30,,,
1,0,0,1,1,6,30,,,
1,0,1,1,0,7,30,,,
1,1,1,1,1,8,30,,,
1,1,1,0,1,9,30,,,
0,1,1,0,0,10,30,,,
0,1,1,1,0,11,30,,,
1,1,1,1,1,12,30,,,
1,0,1,1,0,13,30,,,
1,0,0,1,1,14,30,,,
1,0,0,1,1,1,31,,,
1,0,1,1,0,2,31,,,
1,1,1,1,1,3,31,,,
0,1,1,1,0,4,31,,,
0,1,1,0,0,5,31,,,
1,1,1,0,1,6,31,,,
1,1,1,1,1,7,31,,,
1,0,1,1,0,8,31,,,
1,0,0,1,1,9,31,,,
1,0,1,1,0,10,31,,,
1,1,1,1,1,11,31,,,
